edge_id,u,v,distance_km,road_class,free_speed_kmph,lanes
rd_00768,jn_427531054,jn_13820954186,0.2142,primary_link,30.0,2
rd_00769,jn_1307598719,jn_12099921832,0.8886,primary,40.0,3
rd_00770,jn_248459849,jn_11425338076,0.5509,primary,25.4,2
rd_00771,jn_12111889674,jn_1469034722,0.2596,primary,50.0,2
rd_00772,jn_428858185,jn_1836983541,0.8085,trunk,50.0,2
rd_00773,jn_1837339316,jn_249144370,0.8832,trunk,50.0,2
rd_00774,jn_9355575100,jn_429231089,0.2272,primary,40.0,2
rd_00775,jn_248455441,jn_428457182,0.317,primary,40.0,2
rd_00776,jn_3356616807,jn_12128921370,0.1899,primary,40.0,2
rd_00777,jn_1636820523,jn_11420343302,0.4716,primary,40.0,2
rd_00778,jn_428457157,jn_248525402,0.6294,primary,40.0,2
rd_00779,jn_1454651965,jn_6991440387,0.3075,primary,30.6,2
rd_00780,jn_428435126,jn_428435131,0.0444,primary,40.0,2
rd_00781,jn_248525401,jn_12058807535,0.5472,primary,40.0,2
rd_00782,jn_442107275,jn_442107282,0.2406,trunk_link,39.5,2
rd_00783,jn_4830093911,jn_12580905289,0.1132,primary,40.0,2
rd_00784,jn_6458424298,jn_13958170247,0.071,primary,40.0,2
rd_00785,jn_6458424298,jn_2385104004,0.8732,primary,40.0,2
rd_00786,jn_13958170247,jn_494238048,0.4398,primary,40.0,2
rd_00787,jn_494238124,jn_494238127,0.4921,primary,40.0,2
rd_00788,jn_494238124,jn_494076705,0.2652,primary_link,50.0,3
rd_00789,jn_12459218188,jn_494238031,0.3221,primary,40.0,2
rd_00790,jn_10282769907,jn_1472878464,0.0563,trunk_link,35.0,2
rd_00791,jn_663311721,jn_663311696,0.1821,primary_link,30.0,2
rd_00792,jn_2066368541,jn_458127676,0.2557,primary_link,30.0,2
rd_00793,jn_11891274609,jn_11891177922,0.0775,primary,40.0,2
rd_00794,jn_308233404,jn_11891274609,0.6549,primary,40.0,2
rd_00795,jn_13242907743,jn_249084139,0.0568,trunk,50.0,2
rd_00796,jn_11891258386,jn_699690700,0.2147,primary,40.0,2
rd_00797,jn_733498647,jn_733498684,0.1126,trunk,50.0,3
rd_00798,jn_426962456,jn_1435578873,1.3377,primary,40.0,3
rd_00799,jn_8044105316,jn_296030007,0.2226,primary,40.0,2
rd_00800,jn_4577065037,jn_296030007,0.1151,primary,40.0,2
rd_00801,jn_1109115769,jn_1109138333,0.1752,primary,40.0,2
rd_00802,jn_1109138339,jn_9300140602,0.1216,primary,40.0,2
rd_00803,jn_1109138341,jn_1109138337,0.1747,primary,40.0,2
rd_00804,jn_13459522649,jn_12460840938,0.6137,primary,40.0,2
rd_00805,jn_2630925128,jn_1435578873,0.1959,primary,40.0,2
rd_00806,jn_1436067882,jn_1837595282,0.4147,primary,31.2,3
rd_00807,jn_428457180,jn_248455450,0.9941,primary,31.1,2
rd_00808,jn_248455441,jn_1650296797,0.5656,primary,40.0,2
rd_00809,jn_6991440387,jn_9910066830,0.5538,primary,30.0,3
rd_00810,jn_12145487310,jn_12139153726,0.4189,primary,40.0,2
rd_00811,jn_1472212755,jn_12073881092,8.5216,motorway,59.9,2
rd_00812,jn_3371785042,jn_3755576612,0.0767,primary,40.0,2
rd_00813,jn_1560168984,jn_12429035787,0.258,primary_link,30.9,2
rd_00814,jn_1472248450,jn_1472248456,0.3364,primary,60.0,2
rd_00815,jn_1837005173,jn_1472248447,0.2954,primary,54.4,3
rd_00816,jn_1668866520,jn_1632815598,0.0552,primary,40.0,2
rd_00817,jn_1636820409,jn_1636820542,0.078,primary_link,30.0,2
rd_00818,jn_1636820523,jn_1636820409,0.1077,primary,40.0,2
rd_00819,jn_12147813608,jn_2382044454,0.0245,primary,30.0,3
rd_00820,jn_428420786,jn_248459849,0.6392,primary,40.0,3
rd_00822,jn_13459544127,jn_334473774,0.0668,primary,30.0,2
rd_00823,jn_251142775,jn_10177532404,1.2526,primary,41.7,2
rd_00824,jn_1837595307,jn_1707859865,0.2167,primary,40.0,2
rd_00825,jn_1725677617,jn_618248521,2.1631,motorway,60.0,2
rd_00826,jn_10016225575,jn_10121050217,0.476,primary,40.0,2
rd_00827,jn_12139082473,jn_12466460037,0.7314,primary,40.0,2
rd_00828,jn_3526181364,jn_1808871362,0.3094,primary,40.0,2
rd_00829,jn_11868178724,jn_3756218772,0.3906,primary,40.0,3
rd_00830,jn_13507201648,jn_10043357422,0.0155,primary,40.0,3
rd_00831,jn_13507201648,jn_248455450,0.7766,primary,40.0,3
rd_00832,jn_429001199,jn_249083738,0.2351,trunk_link,35.0,2
rd_00833,jn_1472248456,jn_10043935988,0.1812,primary_link,30.0,2
rd_00834,jn_11890755678,jn_343453369,1.881,trunk,50.0,2
rd_00835,jn_1837297461,jn_442107152,2.7812,trunk,50.0,3
rd_00836,jn_1632815598,jn_9355575100,0.1009,primary,40.0,2
rd_00837,jn_9355575100,jn_249144370,0.274,primary,40.0,2
rd_00838,jn_428858185,jn_429001197,0.249,primary,40.0,2
rd_00839,jn_2066368541,jn_1837378469,0.5631,primary,40.0,2
rd_00840,jn_1837595307,jn_443721750,0.2129,primary_link,30.0,2
rd_00841,jn_2405870182,jn_10848486797,0.1397,primary,40.0,2
rd_00842,jn_11451187932,jn_296030040,0.1837,primary,40.0,2
rd_00843,jn_699576794,jn_699576768,0.0981,primary,40.0,2
rd_00844,jn_1808871252,jn_8044105316,0.277,primary,40.0,2
rd_00845,jn_1845220002,jn_1808871252,0.4074,primary,40.0,2
rd_00846,jn_249782468,jn_7483782046,0.2435,primary_link,30.0,2
rd_00847,jn_5558684094,jn_429001197,0.3707,primary,40.0,2
rd_00848,jn_1837285037,jn_10706381573,1.1608,primary,40.0,2
rd_00849,jn_1837285030,jn_7262972972,1.1739,primary,40.0,2
rd_00850,jn_298775392,jn_347260618,0.2287,primary_link,30.0,2
rd_00851,jn_2411279734,jn_1836983374,0.7654,trunk,50.0,2
rd_00852,jn_2411279230,jn_2411279226,0.4437,trunk,50.0,2
rd_00853,jn_12145487314,jn_432504284,1.139,primary,40.0,2
rd_00854,jn_11964724284,jn_1837005173,0.4576,primary,60.0,4
rd_00855,jn_13337723222,jn_1472248431,0.6618,trunk,61.8,3
rd_00856,jn_9593357279,jn_11664293096,0.2445,trunk,80.0,3
rd_00857,jn_2190851942,jn_597084152,0.6237,primary,40.0,4
rd_00858,jn_9870839700,jn_2659540024,0.1454,primary_link,30.0,2
rd_00859,jn_11054998686,jn_9870839700,0.3059,primary_link,30.0,2
rd_00860,jn_11432437448,jn_10177532404,0.4079,primary,50.0,3
rd_00861,jn_12260962526,jn_286679575,0.4288,primary,40.0,2
rd_00862,jn_11594592050,jn_12129943982,0.276,primary,40.0,2
rd_00863,jn_334473824,jn_1232953300,0.1179,primary,30.0,2
rd_00864,jn_12452723320,jn_1530703051,0.0437,primary_link,30.0,2
rd_00865,jn_11283487985,jn_1232953264,0.0744,primary_link,30.0,2
rd_00866,jn_12692472176,jn_11594569879,0.3557,primary,40.0,3
rd_00867,jn_13985175970,jn_11308901219,1.0461,primary,40.0,2
rd_00868,jn_3356003434,jn_3356003420,0.4321,primary,40.0,2
rd_00869,jn_1837757332,jn_249782468,0.44,primary,41.8,2
rd_00870,jn_650085190,jn_11306430809,0.2306,primary,60.0,3
rd_00871,jn_1454651965,jn_1067789550,0.2684,primary,40.0,2
rd_00872,jn_308915754,jn_11494201269,0.5589,primary,40.0,3
rd_00873,jn_12060646335,jn_494238124,0.7735,trunk,50.0,3
rd_00874,jn_12141911062,jn_597084145,0.336,primary,40.0,2
rd_00875,jn_10121050217,jn_10601663791,0.1756,primary,40.0,3
rd_00876,jn_4960830631,jn_3641907747,0.2051,primary,40.0,4
rd_00877,jn_10684915914,jn_663596569,0.5631,primary,40.0,3
rd_00878,jn_10121050217,jn_2382044454,0.1917,primary,40.0,3
rd_00879,jn_11731358826,jn_12429035787,0.7685,primary,40.0,2
rd_00880,jn_6904892124,jn_11054998686,0.411,primary,40.0,2
rd_00881,jn_428457182,jn_6991440387,0.357,primary,30.3,1
rd_00882,jn_1469034694,jn_12119649210,0.3291,primary,40.0,2
rd_00883,jn_3800587387,jn_12672273597,0.7679,trunk,50.4,3
rd_00884,jn_10198856005,jn_1177192105,0.4879,trunk,60.0,3
rd_00885,jn_11428038817,jn_12060861676,1.1014,trunk,60.0,3
rd_00886,jn_2387123504,jn_1083500529,0.217,trunk,50.0,3
rd_00887,jn_1645178612,jn_650141496,0.7544,trunk,60.0,3
rd_00888,jn_13337723222,jn_2509423122,0.2033,trunk,78.0,2
rd_00889,jn_12765645851,jn_10781678444,0.9587,trunk,40.0,3
rd_00890,jn_3803132067,jn_1614318730,0.5344,trunk,60.0,3
rd_00891,jn_10147078393,jn_2406966812,0.7479,trunk,60.0,3
rd_00892,jn_12129307874,jn_4105324822,0.0674,trunk,60.0,3
rd_00893,jn_3800594551,jn_442107275,0.5174,trunk,60.0,3
rd_00894,jn_14016958980,jn_1467779068,0.3248,primary,40.0,2
rd_00895,jn_4030004338,jn_2105846890,0.0608,primary,40.0,2
rd_00897,jn_298815587,jn_13392231543,0.0944,primary,40.0,2
rd_00898,jn_11405479407,jn_1454651961,0.43,primary,38.8,2
rd_00899,jn_12896232268,jn_12580905289,0.0527,primary,40.0,2
rd_00900,jn_12896232268,jn_4830093911,0.1328,primary,40.0,2
rd_00901,jn_1636820490,jn_12121597668,0.5155,primary,40.0,2
rd_00902,jn_11054998686,jn_1537844513,0.0563,primary,40.0,2
rd_00903,jn_12099941385,jn_1307598719,0.0338,primary,40.0,3
rd_00904,jn_249082836,jn_660676770,0.4299,primary,40.0,4
rd_00905,jn_5558684078,jn_1780334138,0.3627,trunk,40.5,2
rd_00906,jn_11308901224,jn_435688175,2.1533,trunk,50.0,2
rd_00907,jn_10154170779,jn_10001436747,0.3619,primary,40.0,2
rd_00908,jn_446892447,jn_11891258386,1.3139,primary,40.0,2
rd_00909,jn_2189688559,jn_248459877,0.8261,primary,27.8,4
rd_00910,jn_246171016,jn_1568922443,0.6867,primary,40.0,5
rd_00911,jn_1070314187,jn_6137413199,1.0128,primary,40.0,2
rd_00912,jn_308232359,jn_1467779068,0.3186,primary,40.0,2
rd_00913,jn_2509428534,jn_1723790725,0.1087,trunk,60.0,3
rd_00914,jn_2268121004,jn_13459522650,1.3524,primary,40.0,2
rd_00915,jn_3170033020,jn_12531390537,0.4258,primary,40.0,3
rd_00916,jn_14084916811,jn_13344267422,1.0903,primary,40.0,2
rd_00917,jn_3800594551,jn_442107152,0.1642,trunk,60.0,3
rd_00918,jn_4703745979,jn_4703745954,0.9573,primary,40.0,2
rd_00919,jn_6463361105,jn_1355297532,1.325,primary,40.0,2
rd_00920,jn_10089395705,jn_4730100137,0.455,trunk,60.0,2
rd_00921,jn_4730100143,jn_6852266950,0.0988,trunk,50.0,2
rd_00922,jn_11846423575,jn_4730100137,0.2996,trunk_link,35.9,2
rd_00923,jn_13075406637,jn_12273334034,0.2645,trunk,50.0,1
rd_00924,jn_13075406637,jn_10123822807,0.147,trunk,50.0,1
rd_00925,jn_1707859994,jn_4030004338,0.1044,primary,40.0,2
rd_00926,jn_5558663791,jn_11868458683,0.0811,primary,36.6,2
rd_00927,jn_12068481111,jn_1837378469,0.2204,primary_link,30.0,2
rd_00928,jn_5559151374,jn_7124643395,0.3078,primary,40.0,2
rd_00929,jn_5558663790,jn_3820268530,0.1946,primary,40.0,2
rd_00930,jn_11898860861,jn_3393612016,0.4219,primary,40.0,2
rd_00931,jn_11342970531,jn_1650305476,0.0779,primary,40.0,3
rd_00932,jn_427531036,jn_5558684093,0.3173,primary,40.0,2
rd_00933,jn_5559151372,jn_5558663792,0.4986,primary,40.0,2
rd_00934,jn_12538710573,jn_249144370,2.1475,trunk,45.1,2
rd_00935,jn_10076140416,jn_7697940571,0.0224,primary,40.0,3
rd_00936,jn_10075533189,jn_10706501852,0.1375,primary,40.0,3
rd_00937,jn_3740962463,jn_4960830631,0.786,primary,40.0,3
rd_00938,jn_6132913640,jn_11494414329,1.6607,primary,33.2,2
rd_00939,jn_249081146,jn_249083738,1.5294,trunk,49.9,2
rd_00940,jn_1636820490,jn_12430010318,0.5246,primary,40.0,2
rd_00941,jn_286679575,jn_1636820523,0.354,primary,40.0,2
rd_00942,jn_3740962448,jn_7697940570,0.0892,primary,40.0,3
rd_00943,jn_10001402819,jn_3740962455,0.1084,primary,40.0,2
rd_00944,jn_7697940570,jn_3740962222,0.1091,primary,40.0,3
rd_00945,jn_3740962222,jn_11915994482,0.4852,primary,40.0,3
rd_00946,jn_12740817760,jn_12183377237,0.0369,primary,40.0,2
rd_00947,jn_6017833813,jn_7262972972,0.7188,primary,40.0,2
rd_00948,jn_7479003431,jn_4307434915,2.4692,primary,40.0,3
rd_00949,jn_663596569,jn_663596583,0.1049,primary,40.0,2
rd_00950,jn_429724018,jn_427531054,0.6852,primary,40.0,2
rd_00951,jn_1723827217,jn_12709621386,0.252,primary,60.0,3
rd_00952,jn_11306430809,jn_12451306639,0.3513,primary,60.0,3
rd_00953,jn_1177192105,jn_983351475,2.0136,primary,40.0,3
rd_00954,jn_11070754935,jn_266371138,0.9725,trunk,60.0,5
rd_00955,jn_11070754935,jn_10056058174,0.8086,trunk,60.0,3
rd_00956,jn_1827634843,jn_11865827584,0.2895,primary,49.6,2
rd_00957,jn_5774292417,jn_1827634843,0.0599,primary,50.0,5
rd_00958,jn_11892824102,jn_11977577698,0.6966,trunk,60.0,3
rd_00959,jn_11494185468,jn_7279246841,0.2627,primary,40.0,3
rd_00960,jn_11494185468,jn_260911861,0.5634,primary,40.0,3
rd_00961,jn_334473824,jn_11854316018,0.1076,primary,30.0,3
rd_00962,jn_663311696,jn_3943327591,0.1219,primary,40.0,4
rd_00963,jn_665062621,jn_3943327591,0.6291,primary,40.0,4
rd_00964,jn_10073477368,jn_459656124,0.4836,primary,40.0,2
rd_00965,jn_1442068027,jn_248181106,1.359,primary,50.0,2
rd_00966,jn_10091564875,jn_247991552,0.872,primary,40.0,2
rd_00967,jn_1472878464,jn_6130636339,0.0316,trunk_link,35.0,2
rd_00968,jn_1912811931,jn_248181106,0.5244,primary,50.0,2
rd_00969,jn_12165431788,jn_2177268811,0.5245,primary,50.0,2
rd_00970,jn_5370844739,jn_6342124094,0.4615,trunk,60.0,3
rd_00971,jn_11891177921,jn_699690700,0.1963,trunk,44.1,2
rd_00972,jn_5776596292,jn_5773497557,0.3372,primary,50.0,3
rd_00973,jn_1472248447,jn_11964440743,0.3305,primary,60.0,3
rd_00974,jn_428457143,jn_428457157,0.0265,primary,40.0,2
rd_00975,jn_12159312919,jn_1668866520,0.7264,primary,40.0,2
rd_00976,jn_12709656496,jn_6852266950,0.5794,trunk,60.0,2
rd_00977,jn_13242907743,jn_1836983389,1.1088,motorway,60.0,3
rd_00978,jn_13242907757,jn_13652819893,1.1696,motorway,60.0,2
rd_00979,jn_6484995894,jn_6484995887,0.3515,trunk,50.0,2
rd_00980,jn_11283487985,jn_11854316017,0.1492,primary,30.0,2
rd_00981,jn_11865827584,jn_2407745357,3.404,trunk,57.3,3
rd_00982,jn_2099691626,jn_13823559215,0.8133,primary,50.0,3
rd_00983,jn_308232372,jn_308232375,0.3525,primary,40.0,2
rd_00984,jn_2140200904,jn_3351054485,0.274,trunk_link,35.0,2
rd_00985,jn_1067789545,jn_1067781007,0.3191,primary,20.0,2
rd_00986,jn_11846423569,jn_11846423573,0.0498,trunk_link,38.1,2
rd_00987,jn_428457189,jn_1067789545,0.077,primary,33.4,2
rd_00988,jn_11841864042,jn_1837823395,0.1265,primary,40.0,2
rd_00989,jn_12433308233,jn_3756218772,0.0981,primary,40.0,3
rd_00990,jn_11055003321,jn_2014710885,0.5742,primary,37.8,2
rd_00991,jn_1614318730,jn_1614318635,0.551,trunk_link,35.0,2
rd_00992,jn_2190851942,jn_429723996,0.5119,primary_link,32.7,2
rd_00993,jn_12466460039,jn_12145575442,0.3055,primary,40.0,2
rd_00994,jn_309594299,jn_362419387,0.5315,trunk_link,40.0,2
rd_00995,jn_650085372,jn_11306430808,0.0688,primary,60.0,2
rd_00996,jn_650085372,jn_1070361761,0.3009,primary,60.0,2
rd_00997,jn_7105069820,jn_13505974163,0.7652,primary,40.0,4
rd_00998,jn_13242907743,jn_248671287,1.5171,trunk,50.0,2
rd_00999,jn_429001182,jn_429231089,0.0861,primary_link,30.0,2
rd_01000,jn_2473493601,jn_4903183637,0.4589,primary,27.7,3
rd_01001,jn_428457162,jn_428457171,0.2543,primary,40.0,2
rd_01002,jn_11854316017,jn_4044263600,0.0199,primary,38.1,2
rd_01003,jn_248459877,jn_11283487985,0.5027,primary,33.0,3
rd_01004,jn_4903183637,jn_13459522650,0.8743,primary,39.7,3
rd_01005,jn_2105846890,jn_5558684104,0.8491,primary,40.0,2
rd_01006,jn_3356616807,jn_1650296797,0.2601,primary,40.0,3
rd_01007,jn_11420343302,jn_665062617,0.842,primary,40.0,4
rd_01008,jn_494238127,jn_247974980,0.2094,primary_link,30.0,2
rd_01009,jn_12145487314,jn_12145487311,0.0209,primary,40.0,2
rd_01010,jn_4380549643,jn_7142722739,0.6759,primary,40.0,2
rd_01011,jn_1931866151,jn_4380549647,0.6633,primary,40.0,2
rd_01012,jn_1837378469,jn_5558663792,0.5334,primary,40.0,2
rd_01013,jn_9910066830,jn_2189688559,0.2372,primary,38.0,4
rd_01014,jn_428457180,jn_428457189,0.326,primary,40.0,2
rd_01015,jn_4380549643,jn_5346634656,1.2735,primary,40.0,2
rd_01016,jn_3352035441,jn_11912120361,0.8573,primary,40.0,3
rd_01017,jn_7276500276,jn_12141911057,0.2147,primary,40.0,4
rd_01018,jn_248809645,jn_7287551945,0.3428,primary,40.0,2
rd_01019,jn_12186005568,jn_308915759,0.6783,primary,40.0,2
rd_01020,jn_308915757,jn_7277381418,0.1684,primary,40.0,2
rd_01021,jn_412905225,jn_296030040,0.1389,primary,40.0,2
rd_01022,jn_14016958980,jn_12068481129,0.2172,primary,40.0,2
rd_01023,jn_14016958980,jn_1109138340,0.2599,primary,40.0,3
rd_01024,jn_4620958796,jn_11308901220,1.8673,trunk,50.0,2
rd_01025,jn_12136946747,jn_12692472177,0.8611,primary,40.0,3
rd_01026,jn_308232863,jn_2066368541,0.868,primary,40.0,2
rd_01027,jn_9632587601,jn_9632587606,0.6114,primary,40.0,2
rd_01028,jn_249083003,jn_12139153726,0.8215,primary,40.0,3
rd_01029,jn_747663279,jn_6463569335,0.0521,primary,40.0,1
rd_01030,jn_9870839677,jn_1537844513,0.1588,primary_link,30.0,2
rd_01031,jn_9870839694,jn_9870839700,0.1557,primary_link,30.0,2
rd_01032,jn_11054990209,jn_1636820472,0.2612,primary,40.0,2
rd_01033,jn_249585502,jn_5346634656,0.0621,primary,40.0,2
rd_01034,jn_1837339316,jn_429231089,0.3692,primary,40.0,2
rd_01035,jn_2471287780,jn_13748051109,0.6776,trunk,60.0,3
rd_01036,jn_1837823406,jn_11841864042,0.0618,primary,40.0,2
rd_01037,jn_6768492744,jn_4380549647,0.9284,primary,40.0,2
rd_01038,jn_428457143,jn_12110804692,0.6529,primary,40.0,2
rd_01039,jn_1820411828,jn_11152753310,0.7355,primary,40.0,2
rd_01040,jn_12759058196,jn_2402397423,1.0999,primary,39.9,2
rd_01041,jn_10054362309,jn_308232863,1.0845,primary,40.0,2
rd_01042,jn_4976834425,jn_10091900775,0.249,primary,40.0,2
rd_01043,jn_10100128579,jn_427531039,0.6294,primary,40.0,3
rd_01044,jn_429724018,jn_429724016,0.1178,primary,40.0,2
rd_01045,jn_429724018,jn_294084041,0.0828,primary,40.0,4
rd_01046,jn_3170006921,jn_10147078393,0.2668,trunk_link,35.0,2
rd_01047,jn_10081538827,jn_12273334034,0.2082,trunk,50.0,1
rd_01048,jn_12119649210,jn_6894860920,0.3771,primary,22.9,2
rd_01049,jn_12580905276,jn_248809645,0.4149,primary,40.0,2
rd_01050,jn_7287551945,jn_14053386212,0.1131,primary,40.0,2
rd_01051,jn_12580905276,jn_7287551941,0.0402,primary,40.0,2
rd_01052,jn_13242907757,jn_3351393277,0.4207,trunk,48.7,2
rd_01053,jn_5558684074,jn_11912120362,0.3338,primary,40.0,2
rd_01054,jn_266371138,jn_2387123504,0.1311,trunk,60.0,5
rd_01055,jn_3803663193,jn_5774293614,0.0686,primary,44.2,3
rd_01056,jn_5776756937,jn_5774292417,0.4191,primary,50.0,3
rd_01057,jn_10121296057,jn_10978687876,0.3866,primary,40.0,3
rd_01058,jn_663311721,jn_11854384389,0.8039,primary,40.0,3
rd_01059,jn_298815587,jn_6132913640,0.0962,primary,40.0,2
rd_01060,jn_286654942,jn_3677662641,0.0995,primary,40.0,3
rd_01061,jn_1070361724,jn_10705897751,0.3266,primary,40.0,2
rd_01062,jn_263155937,jn_10121033916,0.1888,primary,40.0,2
rd_01063,jn_10001402819,jn_3740962430,0.0904,primary,40.0,2
rd_01064,jn_432504284,jn_1837823395,0.1487,primary,40.0,2
rd_01065,jn_249083003,jn_7142097531,0.1334,primary,40.0,2
rd_01066,jn_334473774,jn_11432458994,0.575,primary,30.0,2
rd_01067,jn_251146209,jn_10676264308,1.1222,primary,40.0,2
rd_01068,jn_9351941622,jn_12692472179,0.5103,primary,40.0,3
rd_01069,jn_251099557,jn_256093166,0.347,primary,40.0,2
rd_01070,jn_11405479407,jn_10648669088,0.3363,primary,40.0,2
rd_01071,jn_11896602259,jn_12060646333,0.4127,trunk,50.0,3
rd_01072,jn_6768492744,jn_249585502,0.4177,primary,40.0,2
rd_01073,jn_10684915914,jn_3740962472,0.2873,primary,40.0,3
rd_01074,jn_249140778,jn_1442068027,0.0866,primary,46.4,2
rd_01075,jn_13072953748,jn_4582284826,0.7299,primary,40.0,2
rd_01076,jn_7288010086,jn_699576794,1.685,primary,40.0,2
rd_01077,jn_11912120361,jn_9713090750,0.4591,primary,40.0,2
rd_01078,jn_1232953300,jn_11854316018,0.0596,primary,40.0,2
rd_01079,jn_12151470604,jn_12466460039,0.6813,primary,30.0,2
rd_01080,jn_12466460036,jn_12145575442,0.3056,primary,40.0,2
rd_01081,jn_12151470605,jn_12466460038,0.6702,primary,32.5,2
rd_01082,jn_699585164,jn_11308901219,1.1299,trunk,50.0,2
rd_01084,jn_9351941622,jn_12136946746,0.3561,primary,40.0,2
rd_01085,jn_10706381573,jn_2192012631,0.5247,primary,40.0,2
rd_01086,jn_248525409,jn_428457182,0.6671,primary,40.0,2
rd_01087,jn_10073477368,jn_428457171,0.0631,primary,40.0,2
rd_01088,jn_2177302381,jn_2177302370,0.972,primary,45.4,2
rd_01089,jn_1523537403,jn_11664358424,0.7332,primary,26.8,3
rd_01090,jn_1289956546,jn_4030004338,0.8811,primary,37.9,3
rd_01091,jn_1289956546,jn_1523537403,0.366,primary,40.0,2
rd_01092,jn_12740817760,jn_443224605,0.3469,primary,40.0,2
rd_01093,jn_1820387918,jn_13830269254,0.6998,primary,40.0,2
rd_01094,jn_12553312315,jn_10100128579,0.342,primary,40.0,2
rd_01095,jn_10075533183,jn_10011206080,0.1361,primary,30.0,2
rd_01096,jn_494271084,jn_11664293096,0.6371,trunk,45.5,3
rd_01097,jn_6904207694,jn_11150162310,0.4212,trunk,60.0,2
rd_01100,jn_4730100137,jn_699585164,0.9113,trunk,54.6,2
rd_01101,jn_12159312913,jn_2228006075,0.0257,primary,40.0,2
rd_01102,jn_12139082473,jn_249141559,0.3068,primary,40.0,2
rd_01103,jn_12136946748,jn_3800594551,2.431,primary,40.0,3
rd_01104,jn_12128943145,jn_12077162815,0.4189,primary,40.0,2
rd_01105,jn_6130070511,jn_12278137174,0.9008,primary,50.0,3
rd_01106,jn_12279397378,jn_264845660,0.5951,primary,49.7,3
rd_01107,jn_2411859758,jn_3298493355,2.3219,primary,40.0,2
rd_01108,jn_3756218772,jn_11054990209,0.1986,primary,40.0,3
rd_01109,jn_1537844513,jn_6904901489,0.1154,primary,40.0,2
rd_01110,jn_3756218751,jn_3755576616,0.1382,primary,40.0,2
rd_01111,jn_3756218751,jn_9870839694,0.0633,primary,40.0,2
rd_01112,jn_3756218751,jn_6904892154,0.175,primary_link,30.0,2
rd_01113,jn_11727919672,jn_9870839677,0.1006,primary_link,30.0,3
rd_01114,jn_6904892154,jn_9870839677,0.169,primary_link,30.0,2
rd_01115,jn_2190851942,jn_3755575732,0.6438,primary,40.0,4
rd_01116,jn_11927462288,jn_618248521,0.6348,trunk,60.0,3
rd_01117,jn_11927462288,jn_6884196049,0.2705,trunk,60.0,3
rd_01118,jn_11150162310,jn_6168147249,0.4785,trunk,60.0,2
rd_01119,jn_11873442663,jn_6342124101,0.9799,trunk,39.5,3
rd_01120,jn_2407745357,jn_12129307874,1.2544,trunk,60.0,3
rd_01121,jn_1645178612,jn_12203527486,0.4865,primary,34.1,2
rd_01122,jn_12430010319,jn_12260962526,0.024,primary,40.0,2
rd_01123,jn_7288010086,jn_7287984426,0.1214,primary,40.0,2
rd_01124,jn_10792812731,jn_7287518236,0.9671,primary,40.0,2
rd_01125,jn_1070314234,jn_12060646334,1.4236,trunk,50.0,2
rd_01126,jn_12060646333,jn_309594299,1.4186,trunk,54.6,2
rd_01127,jn_2017901929,jn_247991552,1.1296,primary,39.0,2
rd_01128,jn_458263319,jn_1469034722,0.092,primary,40.2,2
rd_01129,jn_1845220002,jn_296030040,0.189,primary,40.0,2
rd_01130,jn_6463361106,jn_9840444265,0.1593,primary,40.0,2
rd_01131,jn_13928938241,jn_11509998741,0.3672,trunk_link,35.0,2
rd_01132,jn_11260020609,jn_12060861662,0.8968,trunk,51.3,3
rd_01133,jn_11509998750,jn_11509998741,0.7312,trunk,53.3,3
rd_01134,jn_7434977622,jn_412905242,0.3789,primary,40.0,2
rd_01135,jn_699585967,jn_4730100143,0.3442,trunk,50.0,2
rd_01136,jn_6137413199,jn_11308901218,0.0593,primary,40.0,2
rd_01137,jn_1780334125,jn_560642468,2.7107,trunk,50.0,2
rd_01138,jn_7279481220,jn_10695037231,5.4748,motorway,80.6,4
rd_01139,jn_1820387918,jn_2402397430,0.4514,primary,40.0,2
rd_01140,jn_5559151374,jn_11873241829,0.6099,primary,40.0,2
rd_01141,jn_446892447,jn_14084916811,0.2132,primary,40.0,2
rd_01142,jn_1282881076,jn_10676264308,1.3189,primary,37.8,2
rd_01143,jn_11891177922,jn_11891038829,0.0921,primary,40.0,2
rd_01144,jn_11626423750,jn_12692472178,1.0778,primary,40.0,2
rd_01145,jn_286681963,jn_1282881076,0.1255,primary_link,30.0,2
rd_01146,jn_286654942,jn_286681963,0.165,primary_link,30.0,2
rd_01147,jn_12067366799,jn_298775392,0.3015,primary,40.0,2
rd_01148,jn_298775277,jn_298815587,0.3376,primary_link,30.0,2
rd_01149,jn_1836983152,jn_1836983204,0.1751,motorway,80.0,4
rd_01150,jn_7279481222,jn_1836983152,5.4734,motorway,80.0,4
rd_01151,jn_1070361724,jn_9506746889,0.6191,primary,40.0,3
rd_01152,jn_2017924097,jn_12165431788,0.1284,primary,50.0,2
rd_01153,jn_5067333236,jn_11664293096,0.44,primary,40.0,2
rd_01154,jn_12040966310,jn_307407783,0.2885,primary_link,40.0,2
rd_01155,jn_8239947053,jn_8239947052,0.1583,primary,40.0,2
rd_01156,jn_8239947030,jn_8239947075,0.1578,primary,40.0,2
rd_01157,jn_12059785443,jn_12059785441,0.1118,trunk_link,35.0,2
rd_01158,jn_1634804475,jn_11890386335,0.888,trunk,54.6,3
rd_01159,jn_1129371503,jn_1634804563,0.7673,trunk,57.2,3
rd_01160,jn_11846775959,jn_2411859758,0.9501,trunk,55.3,3
rd_01161,jn_12672273597,jn_442107275,0.5424,trunk,60.0,3
